Description	ID	Arabidopsis	Medicago	Coffe
Medtr4g130560.1	Medtr4g130570.1_32444	0	1	0
Medtr4g130570.1	Medtr4g130580.1_32445	3	1	1
Medtr4g130580.1	Medtr4g130590.1_32446	1	1	0
Medtr4g130590.1	Medtr4g130600.1_32447	0	1	0
Medtr4g130600.1	Medtr4g130630.1_32448	0	1	0
Medtr4g130630.1	Medtr4g130640.1_32449	0	1	0
Medtr4g130640.1	Medtr4g130650.1_32450	0	1	0
Medtr4g130650.1	Medtr4g130660.1_32451	0	1	0
Medtr4g130660.1	Medtr4g130675.1_32452	5	1	1
Medtr4g130675.1	Medtr4g130680.1_32453	0	1	0
Medtr4g130680.1	Medtr4g130690.1_32454	2	2	1
Medtr4g130690.1	Medtr4g130700.1_32455	0	2	0
Medtr4g130700.1	Medtr4g130700.2_32456	1	1	1
Medtr4g130700.2	Medtr4g130710.1_32457	1	1	0
Medtr4g130710.1	Medtr4g130770.1_32458	0	1	0
Medtr4g130770.1	Medtr4g130810.1_32459	1	1	1
Medtr4g130810.1	Medtr4g130830.1_32460	0	1	0
Medtr4g130830.1	Medtr4g130840.1_32461	0	1	1
Medtr4g130840.1	Medtr4g130850.1_32462	0	1	0
Medtr4g130850.1	Medtr4g130860.1_32463	0	1	0
Medtr4g130860.1	Medtr4g130870.1_32464	5	1	2
Medtr4g130870.1	Medtr4g130880.2_32465	0	1	0
Medtr4g130880.2	Medtr4g130900.1_32466	0	1	0
Medtr4g130900.1	Medtr4g130907.1_32467	0	1	1
Medtr4g130907.1	Medtr4g130940.2_32468	0	1	0
Medtr4g130940.2	Medtr4g130970.1_32469	1	2	2
Medtr4g130970.1	Medtr4g130980.1_32470	2	1	1
Medtr4g130980.1	Medtr4g130990.1_32471	1	2	1
Medtr4g130990.1	Medtr4g131010.1_32472	0	1	0
Medtr4g131010.1	Medtr4g131025.1_32473	0	1	0
Medtr4g131025.1	Medtr4g131063.1_32474	0	1	0
Medtr4g131063.1	Medtr4g131067.1_32475	0	1	0
Medtr4g131067.1	Medtr4g131090.1_32476	0	1	0
Medtr4g131090.1	Medtr4g131130.1_32477	0	1	0
Medtr4g131130.1	Medtr4g131150.2_32478	0	1	0
Medtr4g131150.2	Medtr4g131155.1_32479	2	2	1
Medtr4g131155.1	Medtr4g131160.2_32480	0	1	0
Medtr4g131160.2	Medtr4g131190.1_32481	1	2	1
Medtr4g131190.1	Medtr4g131200.1_32482	0	1	0
Medtr4g131200.1	Medtr4g131205.1_32483	0	1	0
Medtr4g131205.1	Medtr4g131280.1_32484	0	1	0
Medtr4g131280.1	Medtr4g131290.1_32485	0	3	0
Medtr4g131290.1	Medtr4g131310.1_32486	0	1	0
Medtr4g131310.1	Medtr4g131330.2_32487	0	1	0
Medtr4g131330.2	Medtr4g131335.1_32488	1	2	1
Medtr4g131335.1	Medtr4g131340.1_32489	0	1	0
Medtr4g131340.1	Medtr4g131370.1_32490	0	1	0
Medtr4g131370.1	Medtr4g131500.1_32491	0	1	0
Medtr4g131500.1	Medtr4g131555.1_32492	1	3	1
Medtr4g131555.1	Medtr4g131600.1_32493	0	1	0
Medtr4g131600.1	Medtr4g131630.1_32494	0	6	1
Medtr4g131630.1	Medtr4g131640.1_32495	0	1	0
Medtr4g131640.1	Medtr4g131660.1_32496	0	1	0
Medtr4g131660.1	Medtr4g131670.1_32497	0	1	0
Medtr4g131670.1	Medtr4g131680.1_32498	1	1	1
Medtr4g131680.1	Medtr4g131690.1_32499	0	1	0
Medtr4g131690.1	Medtr4g131695.1_32500	1	1	1
Medtr4g131695.1	Medtr4g131700.1_32501	0	1	0
Medtr4g131700.1	Medtr4g131710.1_32502	0	1	0
Medtr4g131710.1	Medtr4g131770.1_32503	9	11	7
Medtr4g131770.1	Medtr4g131780.1_32504	0	1	0
Medtr4g131780.1	Medtr4g131790.1_32505	0	1	0
Medtr4g131790.1	Medtr4g131800.1_32506	0	1	0
Medtr4g131800.1	Medtr4g131820.2_32507	0	1	0
Medtr4g131820.2	Medtr4g131820.3_32508	0	2	0
Medtr4g131820.3	Medtr4g131835.1_32509	0	1	0
Medtr4g131835.1	Medtr4g131850.1_32510	0	2	0
Medtr4g131850.1	Medtr4g131870.1_32511	2	1	1
Medtr4g131870.1	Medtr4g131880.1_32512	0	4	0
Medtr4g131880.1	Medtr4g131890.1_32513	1	2	1
Medtr4g131890.1	Medtr4g131905.1_32514	0	1	0
Medtr4g131905.1	Medtr4g131910.1_32515	0	1	0
Medtr4g131910.1	Medtr4g131930.2_32516	0	1	0
Medtr4g131930.2	Medtr4g131940.1_32517	0	1	0
Medtr4g131940.1	Medtr4g131990.1_32518	1	1	1
Medtr4g131990.1	Medtr4g132030.1_32519	0	1	0
Medtr4g132030.1	Medtr4g132060.1_32520	0	1	0
Medtr4g132060.1	Medtr4g132080.1_32521	0	1	0
Medtr4g132080.1	Medtr4g132090.1_32522	0	1	0
Medtr4g132090.1	Medtr4g132115.1_32523	0	1	0
Medtr4g132115.1	Medtr4g132120.1_32524	0	1	0
Medtr4g132120.1	Medtr4g132130.1_32525	1	1	1
Medtr4g132130.1	Medtr4g132140.1_32526	0	1	0
Medtr4g132140.1	Medtr4g132165.1_32527	0	1	0
Medtr4g132165.1	Medtr4g132170.1_32528	0	1	0
Medtr4g132170.1	Medtr4g132200.1_32529	0	1	0
Medtr4g132200.1	Medtr4g132220.1_32530	4	3	1
Medtr4g132220.1	Medtr4g132230.1_32531	0	1	0
Medtr4g132230.1	Medtr4g132255.1_32532	0	1	0
Medtr4g132255.1	Medtr4g132300.1_32533	0	1	0
Medtr4g132300.1	Medtr4g132310.1_32534	1	1	0
Medtr4g132310.1	Medtr4g132340.1_32535	0	1	0
Medtr4g132340.1	Medtr4g132350.1_32536	1	1	1
Medtr4g132350.1	Medtr4g132360.1_32537	0	1	0
Medtr4g132360.1	Medtr4g132363.1_32538	3	2	1
Medtr4g132363.1	Medtr4g132367.1_32539	0	1	0
Medtr4g132367.1	Medtr4g132400.1_32540	0	1	0
Medtr4g132400.1	Medtr4g132410.1_32541	2	3	1
Medtr4g132410.1	Medtr4g132420.3_32542	0	3	0
Medtr4g132420.3	Medtr4g132430.2_32543	5	17	4
Medtr4g132430.2	Medtr4g132500.2_32544	0	1	0
Medtr4g132500.2	Medtr4g132550.1_32545	1	2	1
Medtr4g132550.1	Medtr4g132575.1_32546	0	1	0
Medtr4g132575.1	Medtr4g132600.1_32547	0	1	0
Medtr4g132600.1	Medtr4g132670.1_32548	0	1	0
Medtr4g132670.1	Medtr4g132680.1_32549	0	1	0
Medtr4g132680.1	Medtr4g132710.1_32550	0	1	0
Medtr4g132710.1	Medtr4g132730.1_32551	0	1	0
Medtr4g132730.1	Medtr4g132740.1_32552	0	1	0
Medtr4g132740.1	Medtr4g132760.1_32553	0	1	1
Medtr4g132760.1	Medtr4g132765.1_32554	1	2	1
Medtr4g132765.1	Medtr4g132770.1_32555	0	1	0
Medtr4g132770.1	Medtr4g132790.1_32556	0	1	0
Medtr4g132790.1	Medtr4g132795.1_32557	0	1	0
Medtr4g132795.1	Medtr4g132810.1_32558	0	1	0
Medtr4g132810.1	Medtr4g132850.1_32559	2	4	1
Medtr4g132850.1	Medtr4g132870.1_32560	1	1	2
Medtr4g132870.1	Medtr4g132873.1_32561	0	1	0
Medtr4g132873.1	Medtr4g132880.1_32562	0	1	0
Medtr4g132880.1	Medtr4g132890.2_32563	0	1	0
Medtr4g132890.2	Medtr4g132910.1_32564	0	1	0
Medtr4g132910.1	Medtr4g132910.3_32565	0	1	0
Medtr4g132910.3	Medtr4g132950.1_32566	1	2	1
Medtr4g132950.1	Medtr4g132967.1_32567	0	1	0
Medtr4g132967.1	Medtr4g132980.2_32568	0	2	0
Medtr4g132980.2	Medtr4g133000.3_32569	0	9	0
Medtr4g133000.3	Medtr4g133010.1_32570	1	4	2
Medtr4g133010.1	Medtr4g133015.1_32571	0	1	0
Medtr4g133015.1	Medtr4g133070.1_32572	0	1	0
Medtr4g133070.1	Medtr4g133080.1_32573	1	1	1
Medtr4g133080.1	Medtr4g133100.1_32574	0	1	0
Medtr4g133100.1	Medtr4g133130.1_32575	1	1	1
Medtr4g133130.1	Medtr4g133140.1_32576	0	1	0
Medtr4g133140.1	Medtr4g133150.1_32577	0	1	0
Medtr4g133150.1	Medtr4g133160.1_32578	0	1	0
Medtr4g133160.1	Medtr4g133230.1_32579	0	1	0
Medtr4g133230.1	Medtr4g133250.1_32580	1	2	1
Medtr4g133250.1	Medtr4g133280.1_32581	0	1	0
Medtr4g133280.1	Medtr4g133280.2_32582	0	1	0
Medtr4g133280.2	Medtr4g133320.1_32583	0	1	0
Medtr4g133320.1	Medtr4g133330.1_32584	0	13	0
Medtr4g133330.1	Medtr4g133360.2_32585	0	1	0
Medtr4g133360.2	Medtr4g133385.1_32586	0	2	0
Medtr4g133385.1	Medtr4g133410.11_32587	0	1	0
Medtr4g133410.11	Medtr4g133410.14_32588	0	1	0
Medtr4g133410.14	Medtr4g133410.15_32589	0	2	0
Medtr4g133410.15	Medtr4g133410.8_32590	0	8	0
Medtr4g133410.8	Medtr4g133415.1_32591	0	1	0
Medtr4g133415.1	Medtr4g133450.1_32592	0	1	0
Medtr4g133450.1	Medtr4g133495.1_32593	0	1	0
Medtr4g133495.1	Medtr4g133515.1_32594	0	2	0
Medtr4g133515.1	Medtr4g133515.2_32595	0	1	0
Medtr4g133515.2	Medtr4g133550.1_32596	0	1	0
Medtr4g133550.1	Medtr4g133560.1_32597	0	1	0
Medtr4g133560.1	Medtr4g133573.1_32598	0	1	0
Medtr4g133573.1	Medtr4g133577.1_32599	0	1	0
Medtr4g133577.1	Medtr4g133615.1_32600	0	1	0
Medtr4g133615.1	Medtr4g133627.1_32601	0	1	0
Medtr4g133627.1	Medtr4g133690.1_32602	0	1	0
Medtr4g133690.1	Medtr4g133700.1_32603	4	4	2
Medtr4g133700.1	Medtr4g133720.1_32604	0	1	0
Medtr4g133720.1	Medtr4g133735.1_32605	0	1	0
Medtr4g133735.1	Medtr4g133740.1_32606	19	6	2
Medtr4g133740.1	Medtr4g133770.1_32607	2	4	2
Medtr4g133770.1	Medtr4g133780.1_32608	0	1	0
Medtr4g133780.1	Medtr4g133820.1_32609	0	1	0
Medtr4g133820.1	Medtr4g133830.1_32610	0	1	0
Medtr4g133830.1	Medtr4g133850.1_32611	0	1	0
Medtr4g133850.1	Medtr4g133870.1_32612	0	1	0
Medtr4g133870.1	Medtr4g133928.2_32613	3	3	2
Medtr4g133928.2	Medtr4g133932.1_32614	2	3	1
Medtr4g133932.1	Medtr4g133942.1_32615	0	1	0
Medtr4g133942.1	Medtr4g133952.1_32616	0	1	0
Medtr4g133952.1	Medtr4g133968.2_32617	0	1	0
Medtr4g133968.2	Medtr4g134080.3_32618	0	1	0
Medtr4g134080.3	Medtr4g134090.3_32619	3	4	1
Medtr4g134090.3	Medtr4g134120.1_32620	0	1	0
Medtr4g134120.1	Medtr4g134130.1_32621	0	2	0
Medtr4g134130.1	Medtr4g134140.1_32622	2	1	1
Medtr4g134140.1	Medtr4g134150.1_32623	0	1	0
Medtr4g134150.1	Medtr4g134160.1_32624	0	1	0
Medtr4g134160.1	Medtr4g134180.1_32625	0	1	0
Medtr4g134180.1	Medtr4g134190.1_32626	0	1	0
Medtr4g134190.1	Medtr4g134240.1_32627	2	3	2
Medtr4g134240.1	Medtr4g134270.1_32628	0	1	0
Medtr4g134270.1	Medtr4g134300.1_32629	0	1	0
Medtr4g134300.1	Medtr4g134330.1_32630	0	1	0
Medtr4g134330.1	Medtr4g134340.2_32631	0	1	0
Medtr4g134340.2	Medtr4g134340.3_32632	0	1	0
Medtr4g134340.3	Medtr4g134350.2_32633	0	7	1
Medtr4g134350.2	Medtr4g134360.4_32634	2	3	1
Medtr4g134360.4	Medtr4g134380.2_32635	0	4	0
Medtr4g134380.2	Medtr4g134430.1_32636	0	1	0
Medtr4g134430.1	Medtr4g134460.1_32637	0	1	0
Medtr4g134460.1	Medtr4g134480.1_32638	2	1	1
Medtr4g134480.1	Medtr4g134530.1_32639	0	1	0
Medtr4g134530.1	Medtr4g134540.1_32640	2	1	1
Medtr4g134540.1	Medtr4g134540.2_32641	0	1	0
Medtr4g134540.2	Medtr4g134550.1_32642	0	1	0
Medtr4g134550.1	Medtr4g134560.1_32643	0	1	0
Medtr4g134560.1	Medtr4g134590.1_32644	0	1	0
Medtr4g134590.1	Medtr4g134610.1_32645	1	8	1
Medtr4g134610.1	Medtr4g134620.2_32646	0	1	0
Medtr4g134620.2	Medtr4g134630.1_32647	2	2	1
Medtr4g134630.1	Medtr4g134640.2_32648	4	1	1
Medtr4g134640.2	Medtr4g134660.2_32649	1	2	1
Medtr4g134660.2	Medtr4g134670.1_32650	1	5	0
Medtr4g134670.1	Medtr4g134680.3_32651	1	1	1
Medtr4g134680.3	Medtr4g134680.4_32652	2	4	1
Medtr4g134680.4	Medtr4g134770.1_32653	0	1	0
Medtr4g134770.1	Medtr4g134780.1_32654	3	5	1
Medtr4g134780.1	Medtr4g134790.2_32655	2	3	1
Medtr4g134790.2	Medtr4g134800.1_32656	2	2	1
Medtr4g134800.1	Medtr4g134870.1_32657	0	1	0
Medtr4g134870.1	Medtr4g134880.1_32658	0	1	0
Medtr4g134880.1	Medtr4g134900.1_32659	0	1	0
Medtr4g134900.1	Medtr4g134920.1_32660	1	1	1
Medtr4g134920.1	Medtr4g134950.1_32661	0	1	0
Medtr4g134950.1	Medtr4g134950.2_32662	3	1	1
Medtr4g134950.2	Medtr4g134960.1_32663	0	1	0
Medtr4g134960.1	Medtr4g415060.1_32664	3	1	1
Medtr4g415060.1	Medtr4g415070.1_32665	0	1	0
Medtr4g415070.1	Medtr4g415080.1_32666	0	1	0
Medtr4g415080.1	Medtr4g415270.1_32667	0	2	0
Medtr4g415270.1	Medtr4g415340.1_32668	0	3	0
Medtr4g415340.1	Medtr4g415350.1_32669	0	1	0
Medtr4g415350.1	Medtr4g415360.1_32670	0	1	0
Medtr4g415360.1	Medtr4g415380.1_32671	0	1	0
Medtr4g415380.1	Medtr4g417270.1_32672	0	1	0
Medtr4g417270.1	Medtr4g417280.1_32673	0	2	0
Medtr4g417280.1	Medtr4g417290.1_32674	0	1	0
Medtr4g417290.1	Medtr4g428370.1_32675	0	1	0
Medtr4g428370.1	Medtr4g428420.1_32676	0	1	0
Medtr4g428420.1	Medtr4g435277.1_32677	0	1	0
Medtr4g435277.1	Medtr4g435288.1_32678	0	1	0
Medtr4g435288.1	Medtr4g451265.1_32679	0	1	0
Medtr4g451265.1	Medtr4g451295.1_32680	1	1	0
Medtr4g451295.1	Medtr4g451315.1_32681	0	1	0
Medtr4g451315.1	Medtr4g451465.1_32682	0	1	0
Medtr4g451465.1	Medtr4g451555.1_32683	0	2	0
Medtr4g451555.1	Medtr4g459350.1_32684	0	1	0
Medtr4g459350.1	Medtr4g459430.1_32685	0	1	0
Medtr4g459430.1	Medtr4g459440.1_32686	0	2	0
Medtr4g459440.1	Medtr4g459450.1_32687	0	1	0
Medtr4g459450.1	Medtr4g461050.1_32688	1	1	0
Medtr4g461050.1	Medtr4g461070.1_32689	0	1	0
Medtr4g461070.1	Medtr4g461080.1_32690	3	3	1
Medtr4g461080.1	Medtr4g461090.1_32691	1	3	2
Medtr4g461090.1	Medtr4g471620.1_32692	0	1	0
Medtr4g471620.1	Medtr4g478140.1_32693	0	1	0
Medtr4g478140.1	Medtr4g478150.1_32694	0	2	4
Medtr4g478150.1	Medtr4g478190.1_32695	0	1	0
Medtr4g478190.1	Medtr4g478210.1_32696	3	2	1
Medtr4g478210.1	Medtr4g478250.1_32697	0	1	0
Medtr4g478250.1	Medtr4g478270.1_32698	0	1	0
Medtr4g478270.1	Medtr4g485540.1_32699	0	1	0
Medtr4g485540.1	Medtr4g485570.1_32700	0	1	0
Medtr4g485570.1	Medtr4g485640.1_32701	10	7	6
Medtr4g485640.1	Medtr5g004570.1_32702	0	1	0
Medtr5g004570.1	Medtr5g004600.1_32703	0	1	0
Medtr5g004600.1	Medtr5g004630.1_32704	0	1	0
Medtr5g004630.1	Medtr5g004640.2_32705	1	1	1
Medtr5g004640.2	Medtr5g004650.1_32706	5	6	3
Medtr5g004650.1	Medtr5g004660.4_32707	0	1	0
Medtr5g004660.4	Medtr5g004670.1_32708	2	4	0
Medtr5g004670.1	Medtr5g004680.1_32709	0	1	0
Medtr5g004680.1	Medtr5g004690.1_32710	5	1	1
Medtr5g004690.1	Medtr5g004720.1_32711	0	1	0
Medtr5g004720.1	Medtr5g004770.1_32712	2	1	1
Medtr5g004770.1	Medtr5g004810.1_32713	13	23	2
Medtr5g004810.1	Medtr5g004830.1_32714	0	1	0
Medtr5g004830.1	Medtr5g004880.2_32715	0	1	0
Medtr5g004880.2	Medtr5g004910.2_32716	1	2	1
Medtr5g004910.2	Medtr5g004930.1_32717	0	2	0
Medtr5g004930.1	Medtr5g004960.3_32718	0	1	0
Medtr5g004960.3	Medtr5g004970.1_32719	2	3	1
Medtr5g004970.1	Medtr5g004990.1_32720	1	1	1
Medtr5g004990.1	Medtr5g005010.1_32721	0	1	0
Medtr5g005010.1	Medtr5g005030.1_32722	3	1	1
Medtr5g005030.1	Medtr5g005040.1_32723	1	1	1
Medtr5g005040.1	Medtr5g005050.2_32724	0	1	0
Medtr5g005050.2	Medtr5g005060.1_32725	1	2	1
Medtr5g005060.1	Medtr5g005110.1_32726	0	1	0
Medtr5g005110.1	Medtr5g005110.2_32727	3	1	2
Medtr5g005110.2	Medtr5g005130.1_32728	1	5	0
Medtr5g005130.1	Medtr5g005150.3_32729	3	3	3
Medtr5g005150.3	Medtr5g005150.4_32730	0	1	0
Medtr5g005150.4	Medtr5g005170.2_32731	1	3	1
Medtr5g005170.2	Medtr5g005180.1_32732	0	1	0
Medtr5g005180.1	Medtr5g005200.1_32733	0	1	0
Medtr5g005200.1	Medtr5g005230.1_32734	4	2	2
Medtr5g005230.1	Medtr5g005290.1_32735	1	2	0
Medtr5g005290.1	Medtr5g005320.1_32736	0	1	0
Medtr5g005320.1	Medtr5g005380.1_32737	0	1	0
Medtr5g005380.1	Medtr5g005430.1_32738	2	1	1
Medtr5g005430.1	Medtr5g005590.1_32739	4	2	0
Medtr5g005590.1	Medtr5g005645.1_32740	5	4	4
Medtr5g005645.1	Medtr5g005670.1_32741	0	1	0
Medtr5g005670.1	Medtr5g005680.1_32742	3	3	2
Medtr5g005680.1	Medtr5g005690.1_32743	0	1	0
Medtr5g005690.1	Medtr5g005780.1_32744	0	1	0
Medtr5g005780.1	Medtr5g005790.1_32745	0	2	0
Medtr5g005790.1	Medtr5g005800.1_32746	0	1	0
Medtr5g005800.1	Medtr5g005810.4_32747	0	1	0
Medtr5g005810.4	Medtr5g005840.1_32748	2	5	1
Medtr5g005840.1	Medtr5g005860.1_32749	2	2	1
Medtr5g005860.1	Medtr5g005870.1_32750	0	1	0
Medtr5g005870.1	Medtr5g005910.1_32751	0	1	0
Medtr5g005910.1	Medtr5g005960.1_32752	0	1	0
Medtr5g005960.1	Medtr5g005970.1_32753	4	5	4
Medtr5g005970.1	Medtr5g006050.1_32754	0	1	0
Medtr5g006050.1	Medtr5g006060.1_32755	0	2	0
Medtr5g006060.1	Medtr5g006100.1_32756	0	1	0
Medtr5g006100.1	Medtr5g006110.1_32757	0	1	0
Medtr5g006110.1	Medtr5g006110.3_32758	4	2	1
Medtr5g006110.3	Medtr5g006120.1_32759	0	2	0
Medtr5g006120.1	Medtr5g006140.1_32760	0	1	0
Medtr5g006140.1	Medtr5g006140.2_32761	2	3	2
Medtr5g006140.2	Medtr5g006180.1_32762	0	1	0
Medtr5g006180.1	Medtr5g006190.1_32763	2	4	1
Medtr5g006190.1	Medtr5g006230.1_32764	0	1	0
Medtr5g006230.1	Medtr5g006230.2_32765	1	1	1
Medtr5g006230.2	Medtr5g006240.1_32766	0	1	0
Medtr5g006240.1	Medtr5g006250.1_32767	0	1	0
Medtr5g006250.1	Medtr5g006300.1_32768	0	1	0
Medtr5g006300.1	Medtr5g006310.1_32769	1	10	1
Medtr5g006310.1	Medtr5g006320.1_32770	0	1	0
Medtr5g006320.1	Medtr5g006345.1_32771	0	1	1
Medtr5g006345.1	Medtr5g006350.1_32772	0	1	0
Medtr5g006350.1	Medtr5g006360.1_32773	0	1	0
Medtr5g006360.1	Medtr5g006370.2_32774	2	3	1
Medtr5g006370.2	Medtr5g006380.1_32775	0	1	0
Medtr5g006380.1	Medtr5g006390.1_32776	0	1	0
Medtr5g006390.1	Medtr5g006410.1_32777	2	2	1
Medtr5g006410.1	Medtr5g006440.1_32778	1	1	1
Medtr5g006440.1	Medtr5g006460.1_32779	2	3	2
Medtr5g006460.1	Medtr5g006480.1_32780	3	11	3
Medtr5g006480.1	Medtr5g006530.1_32781	0	1	0
Medtr5g006530.1	Medtr5g006530.2_32782	2	3	2
Medtr5g006530.2	Medtr5g006540.1_32783	0	1	0
Medtr5g006540.1	Medtr5g006580.1_32784	2	2	3
Medtr5g006580.1	Medtr5g006590.1_32785	0	1	0
Medtr5g006590.1	Medtr5g006600.1_32786	0	1	0
Medtr5g006600.1	Medtr5g006605.1_32787	0	1	0
Medtr5g006605.1	Medtr5g006615.1_32788	0	1	0
Medtr5g006615.1	Medtr5g006640.1_32789	0	1	0
Medtr5g006640.1	Medtr5g006650.1_32790	2	2	2
Medtr5g006650.1	Medtr5g006730.1_32791	0	1	0
Medtr5g006730.1	Medtr5g006760.1_32792	0	1	0
Medtr5g006760.1	Medtr5g006770.1_32793	0	1	0
Medtr5g006770.1	Medtr5g006790.1_32794	0	1	0
Medtr5g006790.1	Medtr5g006795.1_32795	0	1	0
Medtr5g006795.1	Medtr5g006810.1_32796	0	1	0
Medtr5g006810.1	Medtr5g006815.1_32797	0	1	0
Medtr5g006815.1	Medtr5g006825.1_32798	0	1	0
Medtr5g006825.1	Medtr5g006880.1_32799	0	1	0
Medtr5g006880.1	Medtr5g006890.2_32800	0	1	0
Medtr5g006890.2	Medtr5g006890.4_32801	1	3	2
Medtr5g006890.4	Medtr5g006900.1_32802	0	3	0
Medtr5g006900.1	Medtr5g006910.1_32803	0	2	0
Medtr5g006910.1	Medtr5g006940.1_32804	0	2	0
Medtr5g006940.1	Medtr5g006950.1_32805	3	2	2
Medtr5g006950.1	Medtr5g006960.2_32806	11	11	6
Medtr5g006960.2	Medtr5g006975.1_32807	1	2	1
Medtr5g006975.1	Medtr5g007040.1_32808	0	1	0
Medtr5g007040.1	Medtr5g007060.1_32809	1	1	1
Medtr5g007060.1	Medtr5g007070.1_32810	0	1	0
Medtr5g007070.1	Medtr5g007080.1_32811	0	1	0
Medtr5g007080.1	Medtr5g007085.1_32812	0	1	0
Medtr5g007085.1	Medtr5g007110.1_32813	0	1	0
Medtr5g007110.1	Medtr5g007160.1_32814	0	1	0
Medtr5g007160.1	Medtr5g007175.1_32815	0	1	0
Medtr5g007175.1	Medtr5g007180.3_32816	0	1	0
Medtr5g007180.3	Medtr5g007200.1_32817	0	9	0
Medtr5g007200.1	Medtr5g007220.1_32818	0	1	0
Medtr5g007220.1	Medtr5g007245.1_32819	0	1	0
Medtr5g007245.1	Medtr5g007250.1_32820	0	1	0
Medtr5g007250.1	Medtr5g007300.1_32821	1	1	1
Medtr5g007300.1	Medtr5g007310.1_32822	0	1	0
Medtr5g007310.1	Medtr5g007330.1_32823	0	1	0
Medtr5g007330.1	Medtr5g007340.1_32824	1	3	1
Medtr5g007340.1	Medtr5g007360.1_32825	0	1	0
Medtr5g007360.1	Medtr5g007380.2_32826	1	1	1
Medtr5g007380.2	Medtr5g007400.1_32827	1	2	1
Medtr5g007400.1	Medtr5g007420.1_32828	4	1	1
Medtr5g007420.1	Medtr5g007430.1_32829	0	1	0
Medtr5g007430.1	Medtr5g007470.1_32830	0	1	0
Medtr5g007470.1	Medtr5g007480.1_32831	0	1	0
Medtr5g007480.1	Medtr5g007515.1_32832	2	3	1
Medtr5g007515.1	Medtr5g007520.1_32833	0	1	0
Medtr5g007520.1	Medtr5g007545.1_32834	1	1	1
Medtr5g007545.1	Medtr5g007560.1_32835	0	1	0
Medtr5g007560.1	Medtr5g007570.1_32836	0	1	0
Medtr5g007570.1	Medtr5g007580.1_32837	0	1	0
Medtr5g007580.1	Medtr5g007590.1_32838	0	1	0
Medtr5g007590.1	Medtr5g007600.1_32839	0	1	0
Medtr5g007600.1	Medtr5g007635.1_32840	0	1	0
Medtr5g007635.1	Medtr5g007650.1_32841	0	1	0
Medtr5g007650.1	Medtr5g007660.1_32842	0	1	0
Medtr5g007660.1	Medtr5g007670.1_32843	0	1	0
Medtr5g007670.1	Medtr5g007705.1_32844	0	2	0
Medtr5g007705.1	Medtr5g007710.1_32845	0	1	0
Medtr5g007710.1	Medtr5g007750.1_32846	0	1	0
Medtr5g007750.1	Medtr5g007780.1_32847	0	1	0
Medtr5g007780.1	Medtr5g007800.1_32848	0	1	0
Medtr5g007800.1	Medtr5g007850.1_32849	0	1	0
Medtr5g007850.1	Medtr5g007870.1_32850	1	1	0
Medtr5g007870.1	Medtr5g007910.1_32851	0	1	1
Medtr5g007910.1	Medtr5g007920.1_32852	0	1	0
Medtr5g007920.1	Medtr5g007970.1_32853	0	1	0
Medtr5g007970.1	Medtr5g008020.1_32854	1	1	1
Medtr5g008020.1	Medtr5g008020.2_32855	2	2	1
Medtr5g008020.2	Medtr5g008040.1_32856	0	1	0
Medtr5g008040.1	Medtr5g008050.1_32857	7	11	10
Medtr5g008050.1	Medtr5g008050.2_32858	1	1	1
Medtr5g008050.2	Medtr5g008060.4_32859	1	1	0
Medtr5g008060.4	Medtr5g008130.1_32860	1	4	0
Medtr5g008130.1	Medtr5g008160.3_32861	0	1	0
Medtr5g008160.3	Medtr5g008210.2_32862	0	3	0
Medtr5g008210.2	Medtr5g008215.1_32863	0	1	0
Medtr5g008215.1	Medtr5g008220.1_32864	0	1	0
Medtr5g008220.1	Medtr5g008240.4_32865	0	1	1
Medtr5g008240.4	Medtr5g008240.6_32866	0	1	0
Medtr5g008240.6	Medtr5g008240.7_32867	0	4	0
Medtr5g008240.7	Medtr5g008250.1_32868	2	3	1
Medtr5g008250.1	Medtr5g008255.1_32869	0	1	0
Medtr5g008255.1	Medtr5g008280.1_32870	0	1	0
Medtr5g008280.1	Medtr5g008300.1_32871	0	1	0
Medtr5g008300.1	Medtr5g008325.1_32872	1	1	1
Medtr5g008325.1	Medtr5g008330.1_32873	0	1	0
Medtr5g008330.1	Medtr5g008340.1_32874	0	1	0
Medtr5g008340.1	Medtr5g008370.1_32875	2	1	1
Medtr5g008370.1	Medtr5g008390.1_32876	0	1	0
Medtr5g008390.1	Medtr5g008420.1_32877	0	1	0
Medtr5g008420.1	Medtr5g008430.1_32878	2	1	0
Medtr5g008430.1	Medtr5g008440.1_32879	0	1	0
Medtr5g008440.1	Medtr5g008450.1_32880	0	1	0
Medtr5g008450.1	Medtr5g008470.1_32881	1	1	1
Medtr5g008470.1	Medtr5g008480.1_32882	0	1	0
Medtr5g008480.1	Medtr5g008530.1_32883	0	1	0
Medtr5g008530.1	Medtr5g008540.1_32884	0	1	0
Medtr5g008540.1	Medtr5g008575.1_32885	0	1	0
Medtr5g008575.1	Medtr5g008580.1_32886	0	1	0
Medtr5g008580.1	Medtr5g008590.1_32887	0	1	0
Medtr5g008590.1	Medtr5g008600.1_32888	2	2	0
Medtr5g008600.1	Medtr5g008655.1_32889	0	1	0
Medtr5g008655.1	Medtr5g008660.1_32890	0	1	0
Medtr5g008660.1	Medtr5g008680.1_32891	0	1	0
Medtr5g008680.1	Medtr5g008710.9_32892	3	1	1
Medtr5g008710.9	Medtr5g008720.1_32893	0	10	0
